sample,fastq_1,fastq_2,seq_type
PID147771_N,s3://1000g-data-link-test-eu-west-1-iwcyt6phg/pid_147771/PID147771/normal_wes/147771~v2.0.2.10.0~germlineWES.R1.fastq.gz,s3://1000g-data-link-test-eu-west-1-iwcyt6phg/pid_147771/PID147771/normal_wes/147771~v2.0.2.10.0~germlineWES.R2.fastq.gz,dna
